Scheme	Batch ID	TP name	AA name	Job role	Assessment date	Candidate count	Attended	Passed 	Failed	Not appeared	Result approved on
CSR-RPL (KBL)	2035793	NAC	Navriti	Plumber General	22.1.2022	25	22	21	1	3	16.2.2022
CSR-RPL (KBL)	2035973	Annai Education	Navriti	Plumber General	22.1.2022	31	31	28	3	0	16.2.2022
CSR-RPL (KBL)	2037612	Annai Education	Navriti	Plumber General	25.1.2022	35	33	31	2	2	16.2.2022
CSR-RPL (KBL)	2040725	Annai Education	SM	Plumber General	3.2.2022	35	35	33	2	0	16.2.2022
CSR-RPL (KBL)	2040727	Annai Education	SM	Plumber General	4.2.2022	40	39	38	1	1	17.2.2022
CSR-RPL (KBL)	2043843	STOP	SM	Plumber General	11.2.2022	40	29	25	4	11	16.2.2022
CSR-RPL (KBL)	2035199	Lok Bharti	V.Saas	Plumber General	23.1.2022	33	28	26	2	5	16.2.2022
CSR-RPL (KBL)	2038004	Labournet	V.Saas	Plumber General	31.1.2022	40	40	40	0	0	16.2.2022
CSR-RPL (KBL)	2037903	Saltlake	V.Saas	Plumber General	29.1.2022	40	24	24	0	16	16.2.2022
CSR-RPL (KBL)	2036343	NAC	Explore D	Plumber General	22.1.2022	24	22	22	0	2	16.2.2022
CSR-RPL (KBL)	2036359	NAC	Explore D	Plumber General	22.1.2022	25	22	21	1	3	16.2.2022
CSR-RPL (KBL)	2038309- Reassessment	Sanskar Education Hub	Khwaspuria	Plumber General	31.1.2022	20	20	20	0	0	16.2.2022
CSR-RPL (KBL)	2037420	Indeva	Khwaspuria	Plumber General	28.1.2022	40	35	32	3	5	16.2.2022
CSR-RPL (KBL)	2042762	Ideal Impression	Khwaspuria	Plumber General	10.2.2022	40	39	34	5	1	17.2.2022
CSR-RPL (KBL)	2040726	Annai Education	VET	Plumber General	3.2.2022	30	30	29	1	0	16.2.2022
CSR-RPL (KBL)	2041282	Labournet	VET	Plumber General	5.2.2022	37	37	32	5	0	16.2.2022
CSR-RPL (KBL)	2040534	Ideal Impression	Navriti	Plumber General	04.02.2022	40	34	32	2	6	21.02.2022
CSR-RPL (KBL)	2041227	Ideal Impression	Navriti	Plumber General	06.02.2022	40	24	23	1	16	21.02.2022
CSR-RPL (KBL)	2041994	SLIEM	Navriti	Plumber General	09.02.2022	36	34	31	3	2	21.02.2022
CSR-RPL (KBL)	2042673	Labournet	Navriti	Plumber General	09.02.2022	48	41	37	4	7	21.02.2022
CSR-RPL (Apollo)	2024510	Labournet	Khwaspuria	Plumber General	27.12.2021	50	50	46	4	0	23.02.2022
CSR-RPL (Apollo)	2031643	Labournet	Khwaspuria	Plumber General	08.01.2022	49	47	45	2	2	21.02.2022
CSR-RPL (KBL)	2030723	Labournet	Khwaspuria	Plumber General	09.01.2022	50	47	45	2	3	21.02.2022
CSR-RPL (KBL)	2021409	Annai Education	Explore D	Plumber General	18.12.2021	36	32	31	1	4	22.02.2022
CSR-RPL (KBL)	2010238	Labournet	Explore D	Plumber General	19.11.2021	25	20	18	2	5	23.02.2022
CSR-RPL (KBL)	2044799	DCVS	V.Saas	Plumber General	26.11.2021	24	15	14	1	9	23.02.2022
CSR-RPL (KBL)	2038266	Ideal Impression	V.Saas	Plumber General	28.1.2022	40	28	28	0	12	23.02.2022
HPKVN	274899	Govt ITI-Nadaun	V.Saas	Plumber General	10.1.2022	29	23	21	2	0	22.02.2022
CSR-STT	2009897	SDI-Vskpm	V.Saas	Plumber General	21.1.2022	28	28	28	0	0	23.02.2022
CSR-STT	2032307	SDI-Vskpm	SM	Plumber General	4.2.2022	27	25	22	3	2	23.02.2022
CSR-RPL (KBL)	2045458	Lok Bharti	Mettl	Plumber General	16.02.2022	30	29	28	1	1	23.02.2022
CSR-RPL (KBL)	2040889	Labournet	V.Saas	Plumber General	07.02.2022	40	40	40	0	0	23.02.2022
CSR-RPL (KBL)	2040856	Labournet	V.Saas	Plumber General	06.02.2022	40	40	40	0	0	23.02.2022
CSR-RPL (KBL)	2043222	Labournet	Navriti	Plumber General	14.02.2022	40	39	35	4	1	23.02.2022
CSR-RPL (KBL)	2043417	NAC	SM	Plumber General	17.02.2022	25	23	18	5	2	23.02.2022
CSR-RPL (KBL)	2043219	Labournet	Navriti	Plumber General	15.02.2022	40	40	37	3	0	23.02.2022
CSR-RPL (KBL)	2046563	Labournet	VET	Plumber General	18.02.2022	47	35	33	2	12	23.02.2022
CSR-RPL (KBL)	2044747	DCVS	Mettl	Plumber General	26.11.2022	24	17	14	3	7	23.02.2022
CSR-RPL (KBL)	2043221	Labournet	Navriti	Plumber General	13.02.2022	40	20	19	1	20	23.02.2022
CSR-RPL (KBL)	2043231	Labournet	Khwaspuria	Plumber General	15.02.2022	40	40	37	3	0	23.02.2022
CSR-RPL (KBL)	2043226	Labournet	Khwaspuria	Plumber General	16.02.2022	39	39	37	2	0	23.02.2022
CSR-RPL (KBL)	2031118	Labournet	Khwaspuria	Plumber General	17.02.2022	35	35	32	3	0	24.02.2022
CSR-RPL (Apollo)	2044066	Labournet	Mettl	Plumber General	13.02.2022	49	24	0	24	25	23.02.2022
CSR-RPL (Apollo)	2044056	Labournet	Mettl	Plumber General	14.02.2022	40	38	30	8	2	23.02.2022
CSR-RPL (Apollo)	2044210	Annai Education	SM	Plumber General	13.02.2022	35	22	18	4	13	23.02.2022
CSR-RPL (Apollo)	2044207	Annai Education	Mettl	Plumber General	13.02.2022	35	20	20	0	15	23.02.2022
JJM-Assam	230729	Valeur	Explore D	Plumber General	30.10.2021	25	25	23	2	0	23.02.2022
JJM-Assam	230405	Valeur	Explore D	Plumber General	29.10.2021	25	25	24	1	0	23.02.2022
JJM-Assam	259924	NRDS Management	Explore D	Plumber General	29.10.2021	30	30	29	1	0	23.02.2022
JJM-Assam	285228	NRDS Management	Explore D	Plumber General	30.10.2021	55	43	41	2	12	23.02.2022
CSR-RPL (KBL)	2047462	Labournet	Navriti	Plumber General	25.02.2022	40	39	35	4	1	28.02.2022
CSR-RPL (Apollo)	2047200	Annai Education	VET	Plumber General	20.02.2021	22	20	16	4	2	1.3.2022
CSR-RPL (Apollo)	2047198	Annai Education	SM	Plumber General	20.02.2021	40	17	14	3	23	1.3.2022
CSR-RPL (KBL)	2047832	Labournet	Khwaspuria	Plumber General	02.02.2022	40	40	37	3	0	1.3.2022
CSR-RPL (KBL)	2047214	Labournet	SM	Plumber General	22.02.2022	40	37	30	7	3	1.3.2022
CSR-RPL (KBL)	2047892	Indeva	Mettl	Plumber General	23.02.2022	40	40	37	3	0	1.3.2022
CSR-RPL (KBL)	2044041	Labournet	VSAAS	Plumber General	19.02.2022	40	39	39	0	1	1.3.2022
CSR-RPL (KBL)	2044100	Labournet	VSAAS	Plumber General	17.02.2022	39	38	38	0	1	1.3.2022
CSR-RPL (KBL)	2037991	Labournet	VSAAS	Plumber General	28.01.2022	38	38	38	0	0	1.3.2022
CSR-RPL (KBL)	2038009	Labournet	VSAAS	Plumber General	01.02.2022	40	40	40	0	0	1.3.2022
CSR-RPL (Apollo)	2049538	Labournet	Khwaspuria	Plumber General	26.02.2022	40	40	38	2	0	2.3.2022
CSR-RPL (Apollo)	204212	Annai Education	Explore D	Plumber General	15.02.2022	32	32	31	1	0	2.3.2022
CSR-RPL (KBL)	2047833	Labournet	Khwaspuria	Plumber General	25.02.2022	40	40	37	3	0	2.3.2022
CSR-RPL (KBL)	2043223	Labournet	V.Saas	Plumber General	23.02.2022	39	39	39	0	0	3.3.2022
CSR-RPL (KBL)	2025757	Data Pro	Mettl	Plumber General	24.02.2022	40	29	22	7	11	3.3.2022
CSR-RPL (KBL)	277633	Labournet	SM	Plumber General	9.9.2021	40	35	30	5	5	3.3.2022
CSR-RPL (KBL)	2028648	Veronics	Explore D	Plumber General	5.01.2022	40	39	37	2	1	3.3.2022
HPKVN	271661	Govt ITI	Navriti	Plumber General	5.02.2022	22	19	18	1	3	3.3.2022
CSR-STT	277477	CRISP	SM	Plumber General	14.12.2021	8	8	7	1	0	3.3.2022
HPKVN	271280	Govt ITI Shamshi	VET	Plumber General	19.2.2022	26	24	24	0	2	3.3.2022
HPKVN	274290	Govt ITI Shamshi	VET	Plumber General	20.2.2022	29	29	28	1	0	3.3.2022
DDUGKY	67305	NAC	VET	Plumber General	11.3.2020	18	16	16	0	2	3.3.2022
CSR-RPL (KBL)	2025763	Data Pro	Mettl	Plumber General	25.02.2022	40	39	36	3	1	04.03.2022
CSR-RPL (KBL)	2025783	Data Pro	Mettl	Plumber General	26.02.2022	40	40	35	5	0	04.03.2022
CSR-RPL (KBL)	2028648	Veronics	Explore D	Plumber General	1.05.2022	40	39	37	2	1	04.03.2022
CSR-RPL (KBL)	2029466	Veronics	Explore D	Plumber General	06.01.2022	7	7	7	0	0	04.03.2022
CSR-RPL (KBL)	2028839	Veronics	Explore D	Plumber General	24.01.2022	26	25	23	2	1	04.03.2022
CSR-RPL (KBL)	2043225	Labournet	V.Saas	Plumber General	24.02.2022	43	43	37	6	0	04.03.2022
